method,alpha,metric,n_seeds,n_missing,mean,std,median,ci_low,ci_high
stepwise_masked,0.5,skin_tone_change,30,0,7.542888386832543,3.723863962934494,6.538326233194358,6.25971507683678,8.870376071317683
stepwise_masked,0.5,lightness_change,30,0,-6.5681070996172695,2.963514460937595,-6.429691935584053,-7.610331870331373,-5.53332592306614
stepwise_masked,0.5,face_similarity,30,0,0.9800920585791267,0.02044055462888848,0.9871212542057035,0.9720547208189962,0.9862928455571331
stepwise_masked,0.5,landmark_rmse,0,30,,,,,
stepwise_masked,0.5,lpips,30,0,0.1233129333704705,0.09832903937058061,0.09849733859300601,0.09110304191553292,0.16059291319145458
stepwise_masked,0.5,background_ssim,30,0,0.9358973698476115,0.18116253516623582,0.980562302240308,0.8626902353286124,0.9783480368407339
stepwise_masked,0.5,overall_ssim,30,0,0.8761944735897339,0.07180482260754054,0.8910935289364115,0.8496564401415083,0.9002630666149168
stepwise_masked,0.5,total_pose_diff,30,0,2.9983113740871534,2.3874233692021654,2.194800943434095,2.2238302827240153,3.882653167031321
stepwise_unmasked,-0.75,skin_tone_change,30,0,-8.612391608580088,3.825778567547301,-9.24397331374201,-9.927531229818593,-7.280951162388175
stepwise_unmasked,-0.75,lightness_change,30,0,5.5808453431165,3.00700953070119,6.016882688777244,4.5152307605646955,6.598562019284456
stepwise_unmasked,-0.75,face_similarity,30,0,0.963105632861455,0.022136706576374142,0.966845571994781,0.9552264372011023,0.9707516811788081
stepwise_unmasked,-0.75,landmark_rmse,0,30,,,,,
stepwise_unmasked,-0.75,lpips,30,0,0.19744559451937624,0.09299702348402,0.17975485324859553,0.16496327508240885,0.23038384400308085
stepwise_unmasked,-0.75,background_ssim,30,0,0.9274217994622752,0.178459927961665,0.96889914009705,0.8557518530227122,0.9683774287370184
stepwise_unmasked,-0.75,overall_ssim,30,0,0.8354834543163923,0.06130949394745215,0.839534804184035,0.8139650051442675,0.8569608291271079
